store1id,store1name,store2name,store2name_1,address_distence,name_distance,address1,address2,add_dist,dup
walgreens 07929,st_052153,walgreens 07970,st_052131,33,2,6011 Dexter St_NA_Commerce City_CO_80022,45 S El Camino Real_NA_Millbrae_CA_94030,33,0
walgreens 10947,st_051178,walgreens 10957,st_060407,31,1,2015 Pepperell Pkwy_NA_Opelika_AL_36801,3232 Tri City Dr_NA_Newcastle_OK_73065,33,0
walgreens 11699,st_055379,walgreens 11705,st_208647,33,3,2409 US Highway 411 S_NA_Maryville_TN_37801,3019 Floyd Ave_NA_Modesto_CA_95355,33,0
walmart 1656,st_092238,walmart 1676,st_121609,33,1,16086 Conneaut Lake Rd_NA_Meadville_PA_16335,730 US Highway 66 E_NA_Tell City_IN_47586,33,0
walmart 2286,st_119309,walmart 2290,st_124905,36,2,161 Centereach Mall_NA_Centereach_NY_11720,9750 Reisterstown Rd A_NA_Owings Mills_MD_21117,33,0
walmart 2366,st_142365,walmart 2422,st_120861,31,3,1470 S Washington St_NA_N Attleboro_MA_2760,2295 Gable Rd_NA_Saint Helens_OR_97051,33,0
walmart 5130,st_152972,walmart 5199,st_153770,35,2,9745 Roosevelt Blvd_NA_Philadelphia_PA_19114,475 E IL Route 173_NA_Antioch_IL_60002,33,0
walmart 806,st_090408,walmart 884,st_121553,36,2,571 Walton Blvd_NA_Las Cruces_NM_88001,2500 Progress Pkwy_NA_Shelbyville_IN_46176,33,0
walmart supercenter 4283,st_058002,walmart supercenter 4295,st_062123,34,2,2801 Airport Thruway_NA_Columbus_GA_31909,6225 Coliseum Blvd_NA_Alexandria_LA_71303,33,0
whole foods market 17,st_091556,whole foods market 30,st_010875,33,2,339 E Lancaster Ave_NA_Wynnewood_PA_19096,471 ROUTE 35 NORTH_NA_Red Bank_NJ_7701,33,0
zip trip 12,st_063138,zip trip 30,st_063164,28,2,3921 E Mt Spokane Park Rd_NA_Mead_WA_99021,1427 E Best Ave_NA_Coeur D Alene_ID_83814,33,0
zip trip 33,st_063165,zip trip 34,st_063166,38,1,6723 Main St_NA_Bonners Ferry_ID_83805,1418 S Garfield Rd_NA_Airway Heights_WA_99001,33,0
7 days food mart,st_083487,7 days food store,st_159761,28,4,8620 Temple Terrace Hwy_NA_Tampa_FL_33637,3428 Seawall Blvd_NA_Galveston_TX_77550,34,0
7-eleven 11134m,st_313008,7-eleven 11218h,st_352508,38,4,2700 Lafayette Blvd_NA_Fredericksburg_VA_22408,128 Carleton Ave_NA_Islip Terrace_NY_11752,34,0
7-eleven 20638j,st_406773,7-eleven 20716b,st_114835,33,4,804 E 4th St_NA_Pueblo_CO_81001,12820 SE McLoughlin Blvd_NA_Milwaukie_OR_97222,34,0
7-eleven 33705b,st_339685,7-eleven 33706,st_042365,31,2,216 W. Jackson Blvd._NA_Chicago_IL_60606,13866 Midlothian Tpke_NA_Midlothian_VA_23113,34,0
7-eleven inc 34690,st_255024,7-eleven inc 34749,st_255000,35,3,9671 Silverdale Way NW_NA_Silverdale_WA_98383,321 North St_NA_Elkton_MD_21921,34,0
7-eleven store 26282 d,st_407018,7-eleven store 26574,st_149585,32,5,111 W 800 S_NA_Salt Lake City_UT_84101,13190 E Mississippi Ave_NA_Aurora_CO_80012,34,0
7-eleven store 39543a,st_289533,7-eleven store 39776a,st_391150,41,3,1901 N Academy Blvd_NA_Colorado Springs_CO_80909,51 Willowbrook Blvd_NA_Wayne_NJ_7470,34,0
a & j grocery,st_205044,a & j grocery,st_177122,29,0,7850 Easthaven Blvd_Ste B_Houston_TX_77017,2925 Narrow Paved Rd_NA_Lynchburg_SC_29080,34,0
aldi 28,st_120352,aldi 29,st_093623,31,1,1681 Route 9_NA_Clifton Park_NY_12065,7609 New Hampshire Ave_NA_Takoma_MD_20912,34,0
aldi 29,st_093623,aldi 30,st_075926,34,2,7609 New Hampshire Ave_NA_Takoma_MD_20912,2005 S Liberty Dr_NA_Bloomington_IN_47403,34,0
aldi 33,st_022074,aldi 34,st_063654,34,1,2055 ROUTES 5 & 20_NA_SENECA FALLS_NY_13148,7030 Burroughs Ave_NA_Plano_IL_60545,34,0
bi-lo 5173,st_087373,bi-lo 5181,st_199013,32,2,1041 Franklin Springs St_NA_Royston_GA_30662,1260 Highway 9 Byp W_NA_Lancaster_SC_29720,34,0
big kmart 7399,st_113965,big kmart 7447,st_115969,40,3,1900 Douglas Rd_NA_Montgomery_IL_60538,1724 State Road 44_NA_New Smyrna Beach_FL_32168,34,0
bravo supermarket,st_052921,bravo supermarket,st_061190,25,0,67 Broadway_NA_Paterson_NJ_07505,2921 S Orlando Dr_Ste 120_Sanford_FL_32773,34,0
buy2 11,st_288198,buy2 12,st_288196,33,1,1847 NE Diamond Lake Blvd_NA_Roseburg_OR_97470,211 SW 5th St_NA_Canyonville_OR_97417,34,0
carniceria el rodeo,st_010607,carniceria el toro,st_232152,32,3,3418 SW 29th St_NA_Oklahoma City_OK_73119,1701 E Compton Blvd_NA_Compton_CA_90221,34,0
carniceria san judas,st_221344,carniceria san luis,st_144156,27,3,9150 Painter Ave_Ste 106_Whittier_CA_90602,369 Harding Pl_NA_Nashville_TN_37211,34,0
cash saver 32,st_357355,cash saver 5093,st_036135,27,4,261 Devereaux Dr_Ste 30_Natchez_MS_39120,1420 W 1st St N_NA_Prescott_AR_71857,34,0
circle k 5359,st_309925,circle k 5367,st_007276,34,2,13024 E Independence Blvd_NA_Stallings_NC_28104,1786 Washington Rd_NA_Thomson_GA_30824,34,0
coco mini market,st_407808,coco's market,st_346547,33,5,146 Long Ln_NA_Upper Darby_PA_19082,242811 W Highway 101_NA_Port Angeles_WA_98363,34,0
costco wholesale 1025,st_214787,costco wholesale 1040,st_214795,41,2,245 Stafford Park Blvd_NA_Stafford Township_NJ_8050,221 S Randall Rd_NA_St Charles_IL_60174,34,0
cvs 6322,st_261652,cvs 641,st_128831,36,3,1310 Churchville Ave_NA_Staunton_VA_24401,1 Old Orangeburg Rd_NA_Orangeburg_NY_10962,34,0
cvs 7103,st_317131,cvs 7110,st_002165,32,2,2466 St George Rd_NA_Williston_VT_5495,3633 Bunker Lake Blvd NW_NA_Andover_MN_55304,34,0
cvs pharmacy 4912,st_127380,cvs pharmacy 4923,st_127731,36,2,2000 Center Point Pkwy_NA_Birmingham_AL_35215,801 Andrew Jackson Way NE_NA_Huntsville_AL_35801,34,0
cvs pharmacy 8882,st_178925,cvs pharmacy 8889,st_178927,37,1,638 Camino De Los Mares_NA_San Clemente_CA_92673,12618 Studebaker Rd_NA_Norwalk_CA_90650,34,0
deals 3395,st_065394,deals 3425,st_022306,25,2,771 Lost Creek Blvd Ste D_NA_Lima_OH_45804,121-125 COX CREEK PKWY_NA_FLORENCE_AL_35630,34,0
dollar express store 4729,st_389274,dollar express store 4830,st_389277,34,3,1001 N Carolina Dr_NA_El Paso_TX_79915,258 Hooker Ave_NA_Poughkeepsie_NY_12603,34,0
dollar general 0329,st_152561,dollar general 0371,st_148177,31,2,41893 Route 6_NA_Wyalusing_PA_18853,9674 KENTUCKY RT 122_NA_MCDOWELL_KY_41647,34,0
dollar general 0980,st_147904,dollar general 10001,st_020492,28,4,1100 Fairview Rd SW_Ste 229_Camden_AR_71701,1010 Countryside Pkwy_NA_Mondovi_WI_54755,34,0
dollar general 10430,st_036184,dollar general 1045,st_144708,37,2,4 Country Estates Rd_NA_Greenville_NY_12083,5744 W Main St_NA_Houma_LA_70360,34,0
dollar general 1355,st_022670,dollar general 13575,st_359765,34,1,24805 US Highway 23 S_NA_Circleville_OH_43113,25720 Fairview Ave_NA_Hemet_CA_92544,34,0
dollar general 16542,st_400914,dollar general 16558,st_397028,34,2,950 State Highway 86_NA_Ridgedale_MO_65739,1290 Redwood Ave_NA_Grants Pass_OR_97527,34,0
dollar general 3113,st_148338,dollar general 3135,st_153909,27,2,434 Shorter Ave NW Ste B_NA_Rome_GA_30165,1210 Woodlawn Rd_NA_Lincoln_IL_62656,34,0
dollar general 3560,st_142499,dollar general 3571,st_011094,31,2,531 W Arapaho Rd_Ste 105_Richardson_TX_75080,409 Highway 63 S_NA_Vienna_MO_65582,34,0
dollar general 8018,st_148370,dollar general 8036,st_153227,39,2,824 Chickamauga Ave_NA_Rossville_GA_30741,27 Park Rd Ste 202_NA_Pleasant Grove_AL_35127,34,0
dollar general 8035,st_148372,dollar general 8036,st_153227,39,1,2682 Johnson Rd_NA_Chickamauga_GA_30707,27 Park Rd Ste 202_NA_Pleasant Grove_AL_35127,34,0
dollar tree 0877,st_018073,dollar tree 0978,st_018074,28,2,916 N Spence Ave_NA_Goldsboro_NC_27534,1721 New Hope Church Rd_Ste 104_Raleigh_NC_27609,34,0
dollar tree 1031,st_362402,dollar tree 1044,st_060953,34,2,2863 N Decatur Rd_A_Decatur_GA_30033,14201 E US Highway 40_NA_Kansas City_MO_64136,34,0
dollar tree 319,st_064882,dollar tree 3204,st_048168,29,3,3448 SE Federal Hwy_NA_Stuart_FL_34997,5245 Ridge Ave_Suite 3_Cincinnati_OH_45213,34,0
dollar tree 33,st_172786,dollar tree 3300,st_046004,35,2,8074 Concord Mills Blvd_NA_Concord_NC_28027,2116 S Columbus Blvd_NA_Philadelphia_PA_19148,34,0
dollar tree 5822,st_367897,dollar tree 5842,st_367892,37,1,2334 E Fort Union Blvd_NA_Salt Lake City_UT_84121,556 E Main St_NA_Hohenwald_TN_38462,34,0
dollar tree 6159,st_395815,dollar tree 6174,st_387420,37,2,5840 Broadway_NA_Merrillville_IN_46410,905 Cape Coral Pkwy E_NA_Cape Coral_FL_33904,34,0
family dollar 11636,st_397243,family dollar 11654,st_405171,37,2,440 W Mill St_NA_Williamsport_OH_43164,21565 Highway 371_NA_Cotton Valley_LA_71018,34,0
family dollar 6164,st_051736,family dollar 6185,st_049534,34,2,6030 E 21st St_NA_Indianapolis_IN_46219,903 Knickerbocker Ave_NA_Brooklyn_NY_11207,34,0
family dollar store 6513,st_057124,family dollar store 652,st_179519,38,2,147 S Interstate 35_NA_New Braunfels_TX_78130,202 Market Sq_NA_Russellville_KY_42276,34,0
family food market,st_215261,family food market,st_009481,36,0,6254 Memorial Dr_Ste J_Stone Mountain_GA_30083,814 Butternut St_NA_Syracuse_NY_13208,34,0
fasmart 304,st_008197,fasmart 52,st_330830,34,3,245 Ella Grasso Tpke_NA_Windsor Locks_CT_6096,4001 E Williamsburg Rd_NA_Sandston_VA_23150,34,0
genuardi 1027,st_112978,genuardi 1228,st_112979,36,2,550 E Lancaster Ave Ste B5_NA_St Davids_PA_19087,4855 West Chester Pike_NA_Newtown Square_PA_19073,34,0
genuardi 1027,st_112978,genuardi 3001,st_112874,35,3,550 E Lancaster Ave Ste B5_NA_St Davids_PA_19087,1930 W MAIN ST_NA_NORRISTOWN_PA_19403,34,0
get go 3327,st_410547,get go 3476,st_013197,25,3,1363 E Main St_NA_Ravenna_OH_44266,800 Allegheny River Blvd_NA_Verona_PA_15147,34,0
jr food store 839,st_094594,jr food store 855,st_023526,37,2,5281 Scottsville Rd_NA_Bowling Green_KY_42104,500 N Broadway_NA_Portland_TN_37148,34,0
kmart 4845,st_110262,kmart 4850,st_103035,36,2,1560 US Highway 31 S_NA_Manistee_MI_49660,1000 Laurel St NE_NA_Christinasburg_VA_24073,34,0
kroger 0588,st_185955,kroger 118,st_095346,39,3,4726 Traders Way_NA_Thompsons Station_TN_37179,1618 Main St_NA_Clifton Forge_VA_24422,34,0
kum & go 571,st_251920,kum & go 615,st_195285,35,3,900 E Mount Vernon Blvd_NA_Mount Vernon_MO_65712,32562 477th Ave_NA_Elk Point_SD_57025,34,0
kum & go 652,st_198674,kum & go 676,st_359380,39,2,830 N 18th St_NA_Centerville_IA_52544,2588 Airport Rd_NA_Colorado Springs_CO_80910,34,0
la esperanza market,st_058461,la esperanza market,st_057202,34,0,103 Railroad Ave_NA_Watsonville_CA_95076,8300 Brentwood Blvd Ste B-C_NA_Brentwood_CA_94513,34,0
latino market,st_200476,latino market inc,st_309001,40,4,2857 E Florence Ave_NA_Huntington Park_CA_90255,2026 Plank Rd_NA_Fredericksburg_VA_22401,34,0
lotte mart,st_113484,lotte plaza,st_104016,33,4,1140 Burnside Ave_NA_East Hartford_CT_06108,13625 Georgia Ave_Ste A_Silver Spring_MD_20906,34,0
lowes 19,st_352630,lowes 35,st_079301,25,2,213 W Oklahoma Ave_NA_Ulysses_KS_67880,7528 W University Blvd_Ste B_Odessa_TX_79764,34,0
lucky m market,st_046802,lucky market,st_384155,40,2,1353 S 4th Ave_NA_Tucson_AZ_85713,5240 Marlboro Pike_NA_Capitol Heights_MD_20743,34,0
meijer inc 239,st_041901,meijer inc 316,st_103847,34,3,2700 US Highway 34_NA_Oswego_IL_60543,2191 Columbia Ave W_NA_Battle Creek_MI_49015,34,0
miller's market,st_093974,miller's market,st_074167,32,0,3152 Washington Way_NA_Longview_WA_98632,950 NORTH FRONT STREET_NA_LIVERPOOL_PA_17045,34,0
mr z's foodmart 162,st_118415,mr z's foodmart 163,st_118826,40,1,19 Village Ctr_NA_East Stroudsburg_PA_18301,NA RT 590_Village Shopping Center_Hamlin_PA_18427,34,0
ok food market,st_050464,ok food market,st_387376,35,0,8121 N Western Ave_NA_Oklahoma City_OK_73114,4625 Laura Koppe Rd_NA_Houston_TX_77016,34,0
papa murphys take n bake pizza ak-001,st_104763,papa murphys take n bake pizza mn 026,st_022736,32,5,1561 E Parks Hwy_NA_Wasilla_AK_99654,7924 STATE HWY NO 7_NA_ST LOUIS PARK_MN_55426,34,0
pilot travel center 413,st_419971,pilot travel center 429,st_419972,38,2,6418 Centennial Blvd_NA_Nashville_TN_37209,1100 Martin Luther King Blvd_NA_West Memphis_AR_72301,34,0
quality mart,st_085756,quality mart,st_260301,32,0,122 W Hermosa St_NA_Lindsay_CA_93247,5094 Baux Mountain Rd_NA_Winston Salem_NC_27105,34,0
rite aid 1047,st_013801,rite aid 10483,st_106159,34,2,634 N Bardstown Rd_NA_Mt Washington_KY_40047,4201 Atlantic Ave_NA_Wildwood_NJ_8260,34,0
rite aid 5178,st_004921,rite aid 5198,st_004942,37,1,3905 Factoria Square Mall SE_NA_Bellevue_WA_98006,7125 SE 272nd St_NA_Covington_WA_98042,34,0
sams food mart,st_022254,sams food mart,st_285019,34,0,660 McDuff Ave S_NA_Jacksonville_FL_32205,1336 Lincoln Way W_NA_South Bend_IN_46628,34,0
shop n save 1826,st_110897,shop n save 4514,st_099422,36,4,3740 Monticello Plz_NA_Saint Charles_MO_63304,2122 Troy Rd_NA_Edwardsville_IL_62025,34,0
smiths food & drug center 139,st_157565,smiths food & drug center 166,st_095198,31,2,7061 Redwood Rd_NA_West Jordan_UT_84084,1601 Market Place Dr_Ste 15_Great Falls_MT_59404,34,0
speedway 6551,st_236113,speedway 6554,st_236109,34,1,36763 US Highway 19 N_NA_Palm Harbor_FL_34684,1625 N McMullen Booth Rd_NA_Clearwater_FL_33759,34,0
speedway 8064,st_299925,speedway 8066,st_299926,38,1,5829 State Road 43 N_NA_West Lafayette_IN_47906,100 E US Highway 6_NA_Ligonier_IN_46767,34,0
sprouts farmers market 228,st_262386,sprouts farmers market 236,st_262394,31,2,3315 Rosecrans St_Ste B_San Diego_CA_92110,1011 N San Fernando Blvd_NA_Burbank_CA_91504,34,0
stop n go,st_283870,stop n go #3,st_136577,30,3,399 Hillside Ave_NA_Holyoke_MA_01040,15000 NW US Highway 441_NA_Alachua_FL_32615,34,0
target 1271,st_016630,target 1404,st_045871,36,3,3031 Route 50_NA_Saratoga Springs_NY_12866,371 Putnam Pike_Ste 250_Smithfield_RI_2917,34,0
target store 1324,st_047440,target store 1342,st_036217,38,2,1285 Som Center Rd_NA_Mayfield Heights_OH_44124,7000 Mannheim Rd_NA_Rosemont_IL_60018,34,0
target store t-1370,st_122387,target store t-1376,st_122475,32,1,11100 Parkside Dr_NA_Knoxville_TN_37934,790 SCHILLINGER RD S_NA_MOBILE West_AL_36695,34,0
target store t-748,st_015180,target store t-898,st_015179,36,2,1940 Mount Zion Rd_NA_Morrow_GA_30260,4410 S US Highway 17/92_NA_Casselberry_FL_32707,34,0
walgreen 07475,st_010010,walgreen 07686,st_009422,38,3,101 Smith Church Rd_NA_Roanoke Rapids_NC_27870,2814 W Kennedy Blvd_NA_Orlando_FL_32810,34,0
walgreen 09621,st_024137,walgreen 09661,st_024568,35,1,315 Fairview Rd_NA_Ellenwood_GA_30294,705 Jake Alexander Blvd W_NA_Salisbury_NC_28147,34,0
walgreens 03890,st_092694,walgreens 03914,st_013788,37,3,940 SE 39th Ave_NA_Portland_OR_97214,5755 Constitution Ave_NA_Colorado Springs_CO_80915,34,0
walgreens 06371,st_189228,walgreens 06382,st_122678,38,2,880 Highway 85 South_NA_Fayetteville_GA_30215,1138 Main Ave_NA_Clifton_NJ_7011,34,0
walgreens 2893,st_082451,walgreens 2900,st_125938,33,3,2825 N Andrews Ave_NA_Wilton Manors_FL_33311,1096 S St Francis Dr_NA_Santa Fe_NM_87505,34,0
walgreens 5787,st_049277,walgreens 5813,st_214088,33,3,651 W US Highway 30_NA_Schererville_IN_46375,11930 Standiford Plaza Dr_NA_Louisville_KY_40229,34,0
walmart 1792,st_138497,walmart 1828,st_133611,37,3,1102 Million Dollar Hwy_NA_Saint Marys_PA_15857,250 Crossroads Dr_NA_Plover_WI_54467,34,0
walmart 1836,st_127177,walmart 1844,st_118924,29,2,1601 E US Highway 223_NA_Adrian_MI_49221,950 Route 37 W_NA_Toms River_NJ_8755,34,0
walmart s/c 1011,st_083409,walmart s/c 1036,st_105297,30,2,434 S Columbia Ave_NA_Rincon_GA_31326,197 PLAZA DRIVE_NA_FOREST CITY_NC_28043,34,0
walmart supercenter 1376,st_123571,walmart supercenter 1417,st_120830,37,3,204 N Anderson Ln_NA_Hendersonville_TN_37075,3050 E HWY 69_NA_PRESCOTT_AZ_86301,34,0
walmart supercenter 2734,st_099952,walmart supercenter 2766,st_104666,32,2,601 12th Ave NE_NA_Norman_OK_73071,15355 N Northsight Blvd_NA_Scottsdale_AZ_85260,34,0
99 cents only stores 310,st_170581,99 cents only stores 37,st_099910,39,2,2701 Manhattan Beach Blvd_NA_Redondo Beach_CA_90278,14540 Leffingwell Rd_NA_La Mirada_CA_90638,35,0
acme 2675,st_387854,acme 2823,st_387861,33,3,177 Washington Valley Rd_NA_Warren_NJ_7059,990 Shrewsbury Ave_NA_Tinton Falls_NJ_7724,35,0
albertsons 4479,st_122643,albertsons 4713,st_026832,30,3,4835 Immokalee Rd_Ste 101_Naples_FL_34110,1509 E Valley Pkwy_NA_Escondido_CA_92027,35,0
albertsons 6380,st_026735,albertsons 6521,st_026650,38,3,475 W Los Angeles Ave_NA_Moorpark_CA_93021,21672 Plano Trabuco Rd_NA_Trabuco Canyon_CA_92679,35,0
aldi 019,st_133154,aldi 03,st_066279,39,2,2554 Fort Campbell Blvd_NA_Hopkinsville_KY_42240,4500 N Broadway St_NA_Chicago_IL_60640,35,0
big lots 1385,st_370687,big lots 1402,st_349784,35,3,1664 S Main St_Ste B_Laurinburg_NC_28352,3923 Kell Blvd_NA_Wichita Falls_TX_76308,35,0
circle k 2655640,st_339090,circle k 2655742,st_354097,30,2,1706 Erringer Rd_Ste 1_Simi Valley_CA_93065,2653 Boggy Creek Rd_NA_Kissimmee_FL_34744,35,0
circle k 2707654,st_280596,circle k 2707744,st_296127,34,2,4718 Plank Rd_NA_Baton Rouge_LA_70805,25803 Perdido Beach Blvd_NA_Orange Beach_AL_36561,35,0
circle k 2721346,st_162043,circle k 2721401,st_268367,35,3,1330 W University Dr_NA_Tempe_AZ_85281,2425 Mayport Rd_NA_Atlantic Beach_FL_32233,35,0
cracker barrel 0019,st_301296,cracker barrel 0021,st_301298,43,2,18696 Magnolia Bridge Rd_NA_Greenwell Springs_LA_70739,3565 Highway 30_NA_Saint Gabriel_LA_70776,35,0
cvs 10575,st_384063,cvs 10585,st_375655,34,1,24 Saraland Blvd N_NA_Saraland_AL_36571,3300 W Stan Schuleuter Loop_NA_Killeen_TX_76549,35,0
cvs 5987,st_018482,cvs 5997,st_153928,34,1,4800 N Damen Ave_NA_Chicago_IL_60625,2017 Coon Rapids Blvd NW_NA_Coon Rapids_MN_55433,35,0
cvs pharmacy 10913,st_411949,cvs pharmacy 10995,st_411966,30,2,336 N MILPAS ST_NA_SANTA BARBARA_CA_93103,12051 Tierra Este Rd_NA_El Paso_TX_79938,35,0
cvs pharmacy 7217,st_251784,cvs pharmacy 7219,st_211251,41,1,4715 Rice Rd_NA_Tuscaloosa_AL_35406,277 W State Road 436_NA_Altamonte Springs_FL_32714,35,0
cvs pharmacy 9480,st_194171,cvs pharmacy 9496,st_191730,39,2,365 E Washington St_NA_Petaluma_CA_94952,2900 N Sepulveda Blvd_NA_Manhattan Beach_CA_90266,35,0
d j 's grocery,st_079973,d j's grocery,st_163830,33,1,1262 Ells Branch Rd_NA_Manchester_KY_40962,140 W Washington St Ste I_NA_Newnan_GA_30263,35,0
del sol market,st_035995,del sol market,st_211648,29,0,435 1st St_NA_Gilroy_CA_95020,4160 E Sahara Ave_Ste 110_Las Vegas_NV_89104,35,0
dollar depot,st_142389,dollar depot,st_141094,34,0,6112 Forest City Rd_NA_Orlando_FL_32810,12100 Carson St_Ste A_Hawaiian Gardens_CA_90716,35,0
dollar express store 4080,st_389216,dollar express store 4191,st_389221,33,3,1051 Blue Hills Ave_NA_Bloomfield_CT_6002,624 Middle Country Rd_NA_Selden_NY_11784,35,0
dollar express store 4080,st_389216,dollar express store 4632,st_389270,33,3,1051 Blue Hills Ave_NA_Bloomfield_CT_6002,840 El Paseo Rd_Ste C_Las Cruces_NM_88001,35,0
dollar general 0697,st_115361,dollar general 0728,st_150258,32,3,300 N Robinson Dr_NA_Robinson_TX_76706,21797A State Highway 59 S_NA_Robertsdale_AL_36567,35,0
dollar general 12494,st_254073,dollar general 12516,st_254074,40,3,705 S Chicago St_NA_Rossville_IL_60963,16505 Main Market Rd_NA_West Farmington_OH_44491,35,0
dollar general 13280,st_149299,dollar general 13286,st_297326,39,1,6798 W Gulf to Lake Hwy_NA_Crystal River_FL_34429,4584 Freedom Hwy_NA_Worthington_WV_26591,35,0
dollar general 15613,st_368994,dollar general 15618,st_388306,33,1,1351 Brick Landing Rd SW_NA_Shallotte_NC_28470,9227 Mission Way_NA_San Antonio_TX_78223,35,0
dollar general 17239,st_414070,dollar general 1726,st_142899,35,2,141 Pondella Rd_NA_North Fort Myers_FL_33903,905 Hillcrest Dr_NA_Vernon_TX_76384,35,0
dollar general 183,st_021347,dollar general 1832,st_002912,34,1,14789 State Highway 103_NA_Carey_OH_43316,1209 Hargett St_NA_Jacksonville_NC_28540,35,0
dollar general 1916,st_152624,dollar general 1925,st_142633,32,2,2080 Northbrook Blvd_Ste E_N Charleston_SC_29406,490 S Sam Houston Blvd_NA_San Benito_TX_78586,35,0
dollar general 3028,st_149598,dollar general 3046,st_021849,36,2,2671 Northtown Way_NA_Highland_IL_62249,884 E Sandusky Ave_NA_Bellefontaine_OH_43311,35,0
dollar general 3339,st_151176,dollar general 3345,st_153264,26,2,17957 HWY 280_NA_DADEVILLE_AL_36853,2005 Veterans Blvd_Ste 36_Dublin_GA_31021,35,0
dollar general 7198,st_151212,dollar general 7223,st_147630,28,3,18013 Forest Rd_Ste D01_Forest_VA_24551,17 W Plummer Blvd_NA_Chatham_IL_62629,35,0
dollar general 7418,st_020486,dollar general 7423,st_010873,33,2,23 Vest Ct_NA_West Liberty_KY_41472,1341 N NC Highway 49_NA_Burlington_NC_27217,35,0
dollar general 8458,st_146442,dollar general 8466,st_144805,35,2,1226 Dawnville Rd NE_NA_Dalton_GA_30721,333 S Shady St_NA_Mountain City_TN_37683,35,0
dollar general 9180,st_147240,dollar general 9192,st_154033,32,2,700 Gilbert Ferry Rd SE_NA_Attalla_AL_35954,928 N Lincoln Ave_NA_York_NE_68467,35,0
dollar general store 16808,st_400640,dollar general store 16859,st_405812,32,2,7525 NC Highway 211_NA_West End_NC_27376,690 State St_NA_Harbor Beach_MI_48441,35,0
dollar tree 0168,st_034998,dollar tree 0240,st_035000,39,3,4105 US Highway 98 N_NA_Lakeland_FL_33809,7227 State Road 54_NA_New Port Richey_FL_34653,35,0
duane reade 206,st_032245,duane reade 281,st_033583,30,2,11602 Beach Channel Dr_NA_Rockaway Park_NY_11694,1221 SIXTH AVE_NA_NEW YORK_NY_10019,35,0
family dollar 7155,st_051183,family dollar 719,st_196863,37,2,265 Upper Falls Blvd_NA_Rochester_NY_14605,401 Washington St_NA_Bentleyville_PA_15314,35,0
family dollar store 1565,st_195881,family dollar store 1580,st_045515,25,2,2314 Rapids Dr_NA_Racine_WI_53404,1515 S Buckner Blvd_Ste 253_Dallas_TX_75217,35,0
family dollar store 2416,st_047292,family dollar store 2420,st_052191,33,2,6617 Meadowbrook Dr_NA_Fort Worth_TX_76112,250 W Hickpoochee Ave_NA_La Belle_FL_33935,35,0
family dollar store 8440,st_253415,family dollar store 8462,st_253417,40,2,791 Sea Island Pkwy_NA_Saint Helena Island_SC_29920,2202 N Young Blvd_NA_Chiefland_FL_32626,35,0
food lion 1347,st_085585,food lion 1355,st_099370,33,2,692 S ANDY GRIFFITH HWY_NA_MT AIRY_NC_27030,4548 US Highway 220 N_NA_Summerfield_NC_27358,35,0
food lion 2535,st_124162,food lion 2540,st_121743,37,2,9251 Lakeside Blvd_NA_Owings Mills_MD_21117,1000 Washington St_NA_Jefferson_GA_30549,35,0
freds store 1708,st_015654,freds store 1723,st_012627,33,2,205 N GOOSE CREEK BLVD_NA_GOOSE CREEK_SC_29445,1207 S Meridian St_NA_Greenfield_TN_38230,35,0
freds store 1708,st_015654,freds store 1765,st_012678,35,2,205 N GOOSE CREEK BLVD_NA_GOOSE CREEK_SC_29445,535 W Main St_NA_Henderson_TN_38340,35,0
genuardi 0026,st_112932,genuardi 0050,st_118036,35,2,542 Kimberton Rd_NA_Phoenixville_PA_19460,1120 WHITE HORSE ROAD_NA_Voorhees_NJ_08034,35,0
genuardi 1004,st_112880,genuardi 1228,st_112979,41,3,2850 Audubon Village Dr_NA_Audubon_PA_19403,4855 West Chester Pike_NA_Newtown Square_PA_19073,35,0
longs 399,st_150088,longs 409,st_150098,33,2,29412 Auberry Rd_NA_Prather_CA_93651,1950 Village Center Cir_NA_Las Vegas_NV_89134,35,0
one stop # 14,st_179591,one stop 0,st_354191,39,4,1164 Barnardsville Hwy_NA_Barnardsville_NC_28709,1800 Pacific Ave S_NA_Kelso_WA_98626,35,0
papa murphys wa-179,st_150698,papa murphys wa-185,st_013710,36,2,1220 W Sims Way_NA_Port Townsend_WA_98368,4040 Terrace Heights Dr_Ste 110_Yakima_WA_98901,35,0
publix 506,st_074632,publix 521,st_075905,31,2,250 Eastgate Dr_NA_Aiken_SC_29803,4717 US Highway 80 E Ste B_NA_Savannah_GA_31410,35,0
rose's express 622,st_375431,rose's express 653,st_363140,35,2,5341 Dorchester Rd_Unit 4C_North Charleston_SC_29418,241 Hillcrest Dr_NA_Laurens_SC_29360,35,0
safeway 1665,st_102553,safeway 1701,st_155838,37,3,1705 S Highway 97_NA_Redmond_OR_97756,2941 Ygnacio Valley Rd_NA_Walnut Creek_CA_94598,35,0
shell 1217,st_303058,shell 124,st_304591,27,2,653 Ohio Pike_NA_Cincinnati_OH_45245,1898 Rock Chapel Rd_Ste B_Lithonia_GA_30058,35,0
speedway 3500,st_207692,speedway 3556,st_281835,37,2,1420 Admiral Wilson Blvd_NA_Pennsauken_NJ_8109,5430 Monroe St_NA_Toledo_OH_43623,35,0
speedway 6892,st_228879,speedway 6893,st_228884,42,1,311 SE 1st Ave_NA_Homestead_FL_33034,1508 79th Street Cswy_NA_North Bay Village_FL_33141,35,0
