gisjn_ua,name_ua,fips_ua,STATE,Region,Division,year,99cent,dg,grocer,super,walmart,dg_add,grocer_drop,super_drop
G11566,"Burgaw, NC",11566,North Carolina,South Region,South Atlantic Division,Y2008,0,1,0,2,0,NA,NA,NA
G11593,"Burkburnett, TX",11593,Texas,South Region,West South Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G11674,"Burlington, IA--IL",11674,Iowa,Midwest Region,West North Central Division,Y2008,0,2,2,7,1,NA,NA,NA
G11701,"Burlington, KS",11701,Kansas,Midwest Region,West North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G11809,"Burnet, TX",11809,Texas,South Region,West South Central Division,Y2008,0,1,1,1,0,NA,NA,NA
G11890,"Bushnell, FL",11890,Florida,South Region,South Atlantic Division,Y2008,0,1,0,3,1,NA,NA,NA
G11917,"Bushnell, IL",11917,Illinois,Midwest Region,East North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G11971,"Butler, MO",11971,Missouri,Midwest Region,West North Central Division,Y2008,0,1,0,3,1,NA,NA,NA
G11998,"Butler, PA",11998,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2008,0,4,3,8,1,NA,NA,NA
G12025,"Butner, NC",12025,North Carolina,South Region,South Atlantic Division,Y2008,0,2,0,2,0,NA,NA,NA
G12120,"Cache, OK",12120,Oklahoma,South Region,West South Central Division,Y2008,0,1,1,0,0,NA,NA,NA
G12160,"Cadillac, MI",12160,Michigan,Midwest Region,East North Central Division,Y2008,0,1,1,3,0,NA,NA,NA
G12187,"Cadiz, KY",12187,Kentucky,South Region,East South Central Division,Y2008,0,1,0,4,0,NA,NA,NA
G12214,"Cadiz, OH",12214,Ohio,Midwest Region,East North Central Division,Y2008,0,2,1,0,0,NA,NA,NA
G12241,"Cairo, GA",12241,Georgia,South Region,South Atlantic Division,Y2008,0,1,0,4,1,NA,NA,NA
G12268,"Cairo, IL",12268,Illinois,Midwest Region,East North Central Division,Y2008,0,1,2,0,0,NA,NA,NA
G12349,"Caldwell, TX",12349,Texas,South Region,West South Central Division,Y2008,0,1,1,2,1,NA,NA,NA
G12376,"Caledonia, MN",12376,Minnesota,Midwest Region,West North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G12457,"Calhoun, GA",12457,Georgia,South Region,South Atlantic Division,Y2008,0,5,0,8,1,NA,NA,NA
G12511,"California, MO",12511,Missouri,Midwest Region,West North Central Division,Y2008,0,1,1,1,0,NA,NA,NA
G12808,"Cambridge, MD",12808,Maryland,South Region,South Atlantic Division,Y2008,0,1,4,3,1,NA,NA,NA
G12835,"Cambridge, MN",12835,Minnesota,Midwest Region,West North Central Division,Y2008,0,1,0,2,1,NA,NA,NA
G12862,"Cambridge, OH",12862,Ohio,Midwest Region,East North Central Division,Y2008,0,3,1,4,0,NA,NA,NA
G12872,"Cambridge, WI",12872,Wisconsin,Midwest Region,East North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G12890,"Cambridge Springs, PA",12890,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2008,0,1,0,1,0,NA,NA,NA
G12916,"Camden, AR",12916,Arkansas,South Region,West South Central Division,Y2008,0,2,2,5,1,NA,NA,NA
G12970,"Camden, SC",12970,South Carolina,South Region,South Atlantic Division,Y2008,0,3,3,3,0,NA,NA,NA
G12997,"Camden, TN",12997,Tennessee,South Region,East South Central Division,Y2008,0,1,0,2,0,NA,NA,NA
G13024,"Camdenton, MO",13024,Missouri,Midwest Region,West North Central Division,Y2008,0,1,1,1,0,NA,NA,NA
G13051,"Cameron, MO",13051,Missouri,Midwest Region,West North Central Division,Y2008,0,1,0,1,1,NA,NA,NA
G13078,"Cameron, TX",13078,Texas,South Region,West South Central Division,Y2008,0,1,0,3,0,NA,NA,NA
G13159,"Campbellsville, KY",13159,Kentucky,South Region,East South Central Division,Y2008,0,3,1,5,1,NA,NA,NA
G13177,"Canadian, TX",13177,Texas,South Region,West South Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G13294,"Canton, IL",13294,Illinois,Midwest Region,East North Central Division,Y2008,0,1,0,5,1,NA,NA,NA
G13321,"Canton, MS",13321,Mississippi,South Region,East South Central Division,Y2008,0,1,2,3,0,NA,NA,NA
G13348,"Canton, NY",13348,New York,Northeast Region,Middle Atlantic Division,Y2008,0,1,1,1,0,NA,NA,NA
G13402,"Canton, SD",13402,South Dakota,Midwest Region,West North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G13456,"Canyon, TX",13456,Texas,South Region,West South Central Division,Y2008,0,1,0,2,1,NA,NA,NA
G13483,"Canyon Lake, TX",13483,Texas,South Region,West South Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G13699,"Carlinville, IL",13699,Illinois,Midwest Region,East North Central Division,Y2008,0,1,1,1,1,NA,NA,NA
G13807,"Carlsbad, NM",13807,New Mexico,West Region,Mountain Division,Y2008,0,2,1,3,1,NA,NA,NA
G13834,"Carlyle, IL",13834,Illinois,Midwest Region,East North Central Division,Y2008,0,1,0,2,0,NA,NA,NA
G13861,"Carmi, IL",13861,Illinois,Midwest Region,East North Central Division,Y2008,0,1,3,1,0,NA,NA,NA
G13915,"Caro, MI",13915,Michigan,Midwest Region,East North Central Division,Y2008,0,1,0,2,1,NA,NA,NA
G13969,"Carrizo Springs, TX",13969,Texas,South Region,West South Central Division,Y2008,0,1,1,2,1,NA,NA,NA
G13996,"Carroll, IA",13996,Iowa,Midwest Region,West North Central Division,Y2008,0,1,0,4,0,NA,NA,NA
G14023,"Carrollton, GA",14023,Georgia,South Region,South Atlantic Division,Y2008,0,3,0,9,1,NA,NA,NA
G14212,"Carthage, IL",14212,Illinois,Midwest Region,East North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G14266,"Carthage, MO",14266,Missouri,Midwest Region,West North Central Division,Y2008,0,2,2,3,1,NA,NA,NA
G14347,"Carthage, TX",14347,Texas,South Region,West South Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G14374,"Caruthersville, MO",14374,Missouri,Midwest Region,West North Central Division,Y2008,0,1,0,3,1,NA,NA,NA
G14428,"Casey, IL",14428,Illinois,Midwest Region,East North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G14536,"Cassville, MO",14536,Missouri,Midwest Region,West North Central Division,Y2008,0,1,1,2,1,NA,NA,NA
G14779,"Cedar Springs, MI",14779,Michigan,Midwest Region,East North Central Division,Y2008,0,1,0,0,0,NA,NA,NA
G14806,"Cedartown, GA",14806,Georgia,South Region,South Atlantic Division,Y2008,0,1,2,2,0,NA,NA,NA
G14860,"Celina, OH",14860,Ohio,Midwest Region,East North Central Division,Y2008,0,2,0,3,1,NA,NA,NA
G14887,"Center, TX",14887,Texas,South Region,West South Central Division,Y2008,0,1,0,3,1,NA,NA,NA
G14914,"Centerville, IA",14914,Iowa,Midwest Region,West North Central Division,Y2008,0,1,1,3,0,NA,NA,NA
G14968,"Central City, NE",14968,Nebraska,Midwest Region,West North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G14995,"Central City--Greenville, KY",14995,Kentucky,South Region,East South Central Division,Y2008,0,2,1,5,1,NA,NA,NA
G15022,"Centralia, IL",15022,Illinois,Midwest Region,East North Central Division,Y2008,0,2,3,3,0,NA,NA,NA
G15049,"Centralia, MO",15049,Missouri,Midwest Region,West North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G15083,"Centre, AL",15083,Alabama,South Region,East South Central Division,Y2008,0,3,2,4,1,NA,NA,NA
G15103,"Century, FL--AL",15103,Florida,South Region,South Atlantic Division,Y2008,0,2,0,0,0,NA,NA,NA
G15130,"Chadron, NE",15130,Nebraska,Midwest Region,West North Central Division,Y2008,0,1,0,2,1,NA,NA,NA
G15157,"Chaffee, MO",15157,Missouri,Midwest Region,West North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G15265,"Chanute, KS",15265,Kansas,Midwest Region,West North Central Division,Y2008,0,1,0,3,1,NA,NA,NA
G15292,"Chaparral, NM",15292,New Mexico,West Region,Mountain Division,Y2008,0,1,3,1,0,NA,NA,NA
G15346,"Chariton, IA",15346,Iowa,Midwest Region,West North Central Division,Y2008,0,1,1,0,0,NA,NA,NA
G15373,"Charles City, IA",15373,Iowa,Midwest Region,West North Central Division,Y2008,0,1,0,3,0,NA,NA,NA
G15400,"Charleston, IL",15400,Illinois,Midwest Region,East North Central Division,Y2008,0,1,0,2,1,NA,NA,NA
G15427,"Charleston, MS",15427,Mississippi,South Region,East South Central Division,Y2008,0,1,1,1,0,NA,NA,NA
G15454,"Charleston, MO",15454,Missouri,Midwest Region,West North Central Division,Y2008,0,1,2,1,0,NA,NA,NA
G15535,"Charlestown, IN",15535,Indiana,Midwest Region,East North Central Division,Y2008,0,1,1,1,0,NA,NA,NA
G15600,"Charles Town--Ranson, WV",15600,West Virginia,South Region,South Atlantic Division,Y2008,0,1,0,6,1,NA,NA,NA
G15616,"Charlevoix, MI",15616,Michigan,Midwest Region,East North Central Division,Y2008,0,1,1,3,0,NA,NA,NA
G15643,"Charlotte, MI",15643,Michigan,Midwest Region,East North Central Division,Y2008,0,1,2,2,1,NA,NA,NA
G15751,"Chase City, VA",15751,Virginia,South Region,South Atlantic Division,Y2008,0,1,1,0,0,NA,NA,NA
G15805,"Chattahoochee, FL",15805,Florida,South Region,South Atlantic Division,Y2008,0,1,1,0,0,NA,NA,NA
G15859,"Cheboygan, MI",15859,Michigan,Midwest Region,East North Central Division,Y2008,0,1,0,4,1,NA,NA,NA
G15994,"Cheraw, SC",15994,South Carolina,South Region,South Atlantic Division,Y2008,0,1,0,4,1,NA,NA,NA
G16021,"Cherokee, IA",16021,Iowa,Midwest Region,West North Central Division,Y2008,0,1,1,3,0,NA,NA,NA
G16075,"Cherryville, NC",16075,North Carolina,South Region,South Atlantic Division,Y2008,0,1,0,3,1,NA,NA,NA
G16140,"Chesnee, SC",16140,South Carolina,South Region,South Atlantic Division,Y2008,0,1,0,1,0,NA,NA,NA
G16156,"Chester, IL",16156,Illinois,Midwest Region,East North Central Division,Y2008,0,1,0,2,1,NA,NA,NA
G16183,"Chester, SC",16183,South Carolina,South Region,South Atlantic Division,Y2008,0,2,0,4,1,NA,NA,NA
G16210,"Chestertown, MD",16210,Maryland,South Region,South Atlantic Division,Y2008,0,1,0,2,0,NA,NA,NA
G16291,"Chickasha, OK",16291,Oklahoma,South Region,West South Central Division,Y2008,0,2,1,2,0,NA,NA,NA
G16372,"Childress, TX",16372,Texas,South Region,West South Central Division,Y2008,0,1,0,2,1,NA,NA,NA
G16426,"Chillicothe, MO",16426,Missouri,Midwest Region,West North Central Division,Y2008,0,2,0,2,1,NA,NA,NA
G16453,"Chillicothe, OH",16453,Ohio,Midwest Region,East North Central Division,Y2008,0,1,1,6,0,NA,NA,NA
G16561,"Chino Valley, AZ",16561,Arizona,West Region,Mountain Division,Y2008,0,1,0,1,0,NA,NA,NA
G16588,"Chipley, FL",16588,Florida,South Region,South Atlantic Division,Y2008,0,2,0,2,0,NA,NA,NA
G16642,"Chittenango, NY",16642,New York,Northeast Region,Middle Atlantic Division,Y2008,0,1,0,1,0,NA,NA,NA
G16777,"Christopher, IL",16777,Illinois,Midwest Region,East North Central Division,Y2008,0,1,1,0,0,NA,NA,NA
G16831,"Church Point, LA",16831,Louisiana,South Region,West South Central Division,Y2008,0,1,0,2,0,NA,NA,NA
G16858,"Churchville, NY",16858,New York,Northeast Region,Middle Atlantic Division,Y2008,0,1,0,1,0,NA,NA,NA
G16912,"Circleville, OH",16912,Ohio,Midwest Region,East North Central Division,Y2008,0,3,2,4,0,NA,NA,NA
G16939,"Cisco, TX",16939,Texas,South Region,West South Central Division,Y2008,0,1,1,1,0,NA,NA,NA
G17047,"Clanton, AL",17047,Alabama,South Region,East South Central Division,Y2008,0,1,1,2,0,NA,NA,NA
G17074,"Clare, MI",17074,Michigan,Midwest Region,East North Central Division,Y2008,0,2,1,2,0,NA,NA,NA
G17128,"Claremore, OK",17128,Oklahoma,South Region,West South Central Division,Y2008,0,2,0,3,1,NA,NA,NA
G17155,"Clarinda, IA",17155,Iowa,Midwest Region,West North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G17209,"Clarion, PA",17209,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2008,0,1,2,1,0,NA,NA,NA
G17236,"Clarksburg, WV",17236,West Virginia,South Region,South Atlantic Division,Y2008,0,5,5,11,1,NA,NA,NA
G17263,"Clarksdale, MS",17263,Mississippi,South Region,East South Central Division,Y2008,0,1,7,2,0,NA,NA,NA
G17371,"Claxton, GA",17371,Georgia,South Region,South Atlantic Division,Y2008,0,1,2,1,0,NA,NA,NA
G17398,"Clay Center, KS",17398,Kansas,Midwest Region,West North Central Division,Y2008,0,1,1,1,0,NA,NA,NA
G17452,"Clearfield, PA",17452,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2008,0,1,1,1,0,NA,NA,NA
G17506,"Clear Lake, IA",17506,Iowa,Midwest Region,West North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G17533,"Cleburne, TX",17533,Texas,South Region,West South Central Division,Y2008,0,3,1,6,1,NA,NA,NA
G17625,"Cleveland, GA",17625,Georgia,South Region,South Atlantic Division,Y2008,0,1,0,3,0,NA,NA,NA
G17641,"Cleveland, MS",17641,Mississippi,South Region,East South Central Division,Y2008,0,2,4,4,1,NA,NA,NA
G17695,"Cleveland, OK",17695,Oklahoma,South Region,West South Central Division,Y2008,0,1,0,2,1,NA,NA,NA
G17749,"Cleveland, TX",17749,Texas,South Region,West South Central Division,Y2008,0,2,1,3,1,NA,NA,NA
G17776,"Clewiston, FL",17776,Florida,South Region,South Atlantic Division,Y2008,0,1,3,3,1,NA,NA,NA
G17830,"Clifton, TX",17830,Texas,South Region,West South Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G17857,"Clifton Forge, VA",17857,Virginia,South Region,South Atlantic Division,Y2008,0,1,0,3,0,NA,NA,NA
G17870,"Clifton Springs, NY",17870,New York,Northeast Region,Middle Atlantic Division,Y2008,0,2,0,2,0,NA,NA,NA
G17884,"Clinton, IL",17884,Illinois,Midwest Region,East North Central Division,Y2008,0,1,0,4,1,NA,NA,NA
G17911,"Clinton, IN",17911,Indiana,Midwest Region,East North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G17938,"Clinton, IA--IL",17938,Iowa,Midwest Region,West North Central Division,Y2008,0,4,1,6,1,NA,NA,NA
G17965,"Clinton, MO",17965,Missouri,Midwest Region,West North Central Division,Y2008,0,1,0,3,1,NA,NA,NA
G17992,"Clinton, NC",17992,North Carolina,South Region,South Atlantic Division,Y2008,0,2,3,5,1,NA,NA,NA
G18019,"Clinton, OK",18019,Oklahoma,South Region,West South Central Division,Y2008,0,1,0,4,0,NA,NA,NA
G18046,"Clinton, SC",18046,South Carolina,South Region,South Atlantic Division,Y2008,0,1,0,2,0,NA,NA,NA
G18154,"Clover, SC",18154,South Carolina,South Region,South Atlantic Division,Y2008,0,1,0,2,0,NA,NA,NA
G18208,"Clovis, NM",18208,New Mexico,West Region,Mountain Division,Y2008,0,2,4,4,1,NA,NA,NA
G18262,"Clyde, TX",18262,Texas,South Region,West South Central Division,Y2008,0,1,0,0,0,NA,NA,NA
G18343,"Cobleskill, NY",18343,New York,Northeast Region,Middle Atlantic Division,Y2008,0,1,1,1,0,NA,NA,NA
G18478,"Coffeyville, KS--OK",18478,Kansas,Midwest Region,West North Central Division,Y2008,0,1,1,2,0,NA,NA,NA
G18505,"Cokato, MN",18505,Minnesota,Midwest Region,West North Central Division,Y2008,0,1,1,1,0,NA,NA,NA
G18532,"Colby, KS",18532,Kansas,Midwest Region,West North Central Division,Y2008,0,1,0,2,1,NA,NA,NA
G18667,"Coldwater, MI",18667,Michigan,Midwest Region,East North Central Division,Y2008,0,2,3,4,1,NA,NA,NA
G18680,"Coldwater, OH",18680,Ohio,Midwest Region,East North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G18760,"Collinsville, OK",18760,Oklahoma,South Region,West South Central Division,Y2008,0,1,0,0,0,NA,NA,NA
G18775,"Colonial Beach, VA",18775,Virginia,South Region,South Atlantic Division,Y2008,0,1,0,1,0,NA,NA,NA
G18829,"Colorado City, TX",18829,Texas,South Region,West South Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G18883,"Columbia, KY",18883,Kentucky,South Region,East South Central Division,Y2008,0,1,0,2,0,NA,NA,NA
G18910,"Columbia, MS",18910,Mississippi,South Region,East South Central Division,Y2008,0,2,2,2,1,NA,NA,NA
G18991,"Columbia, TN",18991,Tennessee,South Region,East South Central Division,Y2008,0,3,9,7,1,NA,NA,NA
G19018,"Columbia City, IN",19018,Indiana,Midwest Region,East North Central Division,Y2008,0,1,0,2,0,NA,NA,NA
G19060,"Columbiana, AL",19060,Alabama,South Region,East South Central Division,Y2008,0,1,0,0,0,NA,NA,NA
G19072,"Columbiana, OH",19072,Ohio,Midwest Region,East North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G19180,"Columbus, MS",19180,Mississippi,South Region,East South Central Division,Y2008,0,3,5,7,1,NA,NA,NA
G19207,"Columbus, NE",19207,Nebraska,Midwest Region,West North Central Division,Y2008,0,1,2,4,1,NA,NA,NA
G19261,"Columbus, TX",19261,Texas,South Region,West South Central Division,Y2008,0,1,0,3,1,NA,NA,NA
G19288,"Columbus, WI",19288,Wisconsin,Midwest Region,East North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G19396,"Comanche, TX",19396,Texas,South Region,West South Central Division,Y2008,0,1,1,1,0,NA,NA,NA
G19423,"Comfort, TX",19423,Texas,South Region,West South Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G19450,"Commerce, GA",19450,Georgia,South Region,South Atlantic Division,Y2008,0,2,0,2,0,NA,NA,NA
G19477,"Commerce, TX",19477,Texas,South Region,West South Central Division,Y2008,0,2,0,1,0,NA,NA,NA
G19585,"Concordia, KS",19585,Kansas,Midwest Region,West North Central Division,Y2008,0,1,0,0,0,NA,NA,NA
G19597,"Conesus Lake, NY",19597,New York,Northeast Region,Middle Atlantic Division,Y2008,0,1,0,1,0,NA,NA,NA
G19612,"Conneaut, OH",19612,Ohio,Midwest Region,East North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G19693,"Connersville, IN",19693,Indiana,Midwest Region,East North Central Division,Y2008,0,2,0,6,1,NA,NA,NA
G19774,"Constantine, MI",19774,Michigan,Midwest Region,East North Central Division,Y2008,0,2,1,1,0,NA,NA,NA
G19828,"Cookeville, TN",19828,Tennessee,South Region,East South Central Division,Y2008,0,8,5,10,2,NA,NA,NA
G20071,"Cordele, GA",20071,Georgia,South Region,South Atlantic Division,Y2008,0,2,6,2,1,NA,NA,NA
G20098,"Corinth, MS",20098,Mississippi,South Region,East South Central Division,Y2008,0,4,3,7,0,NA,NA,NA
G20125,"Corinth, NY",20125,New York,Northeast Region,Middle Atlantic Division,Y2008,0,1,1,1,0,NA,NA,NA
G20152,"Cornelia--Baldwin, GA",20152,Georgia,South Region,South Atlantic Division,Y2008,0,3,3,6,1,NA,NA,NA
G20179,"Corning, AR",20179,Arkansas,South Region,West South Central Division,Y2008,0,1,0,3,1,NA,NA,NA
G20314,"Corry, PA",20314,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2008,0,1,1,2,0,NA,NA,NA
G20341,"Corsicana, TX",20341,Texas,South Region,West South Central Division,Y2008,0,3,2,4,1,NA,NA,NA
G20395,"Cortland, NY",20395,New York,Northeast Region,Middle Atlantic Division,Y2008,0,1,5,9,1,NA,NA,NA
G20449,"Corydon, IN",20449,Indiana,Midwest Region,East North Central Division,Y2008,0,1,0,3,1,NA,NA,NA
G20476,"Coshocton, OH",20476,Ohio,Midwest Region,East North Central Division,Y2008,0,1,1,3,0,NA,NA,NA
G20530,"Cottonport, LA",20530,Louisiana,South Region,West South Central Division,Y2008,0,1,3,0,0,NA,NA,NA
G20611,"Cotulla, TX",20611,Texas,South Region,West South Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G20665,"Covington, IN",20665,Indiana,Midwest Region,East North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G20692,"Covington, OH",20692,Ohio,Midwest Region,East North Central Division,Y2008,0,1,0,0,0,NA,NA,NA
G20719,"Covington, TN",20719,Tennessee,South Region,East South Central Division,Y2008,0,2,1,3,0,NA,NA,NA
G20746,"Covington, VA",20746,Virginia,South Region,South Atlantic Division,Y2008,0,1,0,3,1,NA,NA,NA
G20800,"Cozad, NE",20800,Nebraska,Midwest Region,West North Central Division,Y2008,0,1,1,1,0,NA,NA,NA
G20854,"Crane, TX",20854,Texas,South Region,West South Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G20881,"Crawfordsville, IN",20881,Indiana,Midwest Region,East North Central Division,Y2008,0,1,3,4,0,NA,NA,NA
G20935,"Crescent City, FL",20935,Florida,South Region,South Atlantic Division,Y2008,0,1,1,2,0,NA,NA,NA
G20962,"Cresco, IA",20962,Iowa,Midwest Region,West North Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G21016,"Creston, IA",21016,Iowa,Midwest Region,West North Central Division,Y2008,0,1,0,3,1,NA,NA,NA
G21043,"Crestview, FL",21043,Florida,South Region,South Atlantic Division,Y2008,0,2,1,2,1,NA,NA,NA
G21097,"Crete, NE",21097,Nebraska,Midwest Region,West North Central Division,Y2008,0,1,1,2,1,NA,NA,NA
G21124,"Crewe, VA",21124,Virginia,South Region,South Atlantic Division,Y2008,0,1,1,0,0,NA,NA,NA
G21151,"Crisfield, MD",21151,Maryland,South Region,South Atlantic Division,Y2008,0,1,0,1,0,NA,NA,NA
G21205,"Crockett, TX",21205,Texas,South Region,West South Central Division,Y2008,0,2,0,3,1,NA,NA,NA
G21313,"Cross City, FL",21313,Florida,South Region,South Atlantic Division,Y2008,0,1,0,1,0,NA,NA,NA
G21394,"Crossville, TN",21394,Tennessee,South Region,East South Central Division,Y2008,0,3,0,8,1,NA,NA,NA
G21421,"Crowley, LA",21421,Louisiana,South Region,West South Central Division,Y2008,0,2,4,3,1,NA,NA,NA
G21448,"Crozet, VA",21448,Virginia,South Region,South Atlantic Division,Y2008,0,1,1,1,0,NA,NA,NA
G21502,"Crystal City, TX",21502,Texas,South Region,West South Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G21529,"Crystal River, FL",21529,Florida,South Region,South Atlantic Division,Y2008,0,2,1,3,0,NA,NA,NA
G21556,"Crystal Springs, MS",21556,Mississippi,South Region,East South Central Division,Y2008,0,1,1,1,0,NA,NA,NA
G21583,"Cuba, MO",21583,Missouri,Midwest Region,West North Central Division,Y2008,0,1,0,3,1,NA,NA,NA
G21610,"Cuero, TX",21610,Texas,South Region,West South Central Division,Y2008,0,1,1,2,1,NA,NA,NA
G21637,"Cullman, AL",21637,Alabama,South Region,East South Central Division,Y2008,0,6,0,4,1,NA,NA,NA
G21664,"Cullowhee, NC",21664,North Carolina,South Region,South Atlantic Division,Y2008,0,1,0,4,1,NA,NA,NA
G21691,"Culpeper, VA",21691,Virginia,South Region,South Atlantic Division,Y2008,0,1,0,6,1,NA,NA,NA
G21718,"Cumberland, KY",21718,Kentucky,South Region,East South Central Division,Y2008,0,1,0,1,0,NA,NA,NA
G21760,"Curwensville, PA",21760,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2008,0,1,0,1,0,NA,NA,NA
G21772,"Cushing, OK",21772,Oklahoma,South Region,West South Central Division,Y2008,0,1,0,0,0,NA,NA,NA
