gisjn_ua,name_ua,fips_ua,STATE,Region,Division,year,99cent,dg,grocer,super,walmart,dg_add,grocer_drop,super_drop
G03547,"Astoria, OR",03547,Oregon,West Region,Pacific Division,Y2010,0,0,1,4,0,0,0,0
G03790,"Athol, MA",03790,Massachusetts,Northeast Region,New England Division,Y2010,0,0,3,1,0,0,0,0
G03871,"Atlantic, IA",03871,Iowa,Midwest Region,West North Central Division,Y2010,0,0,2,3,1,0,0,0
G04006,"Attica, NY",04006,New York,Northeast Region,Middle Atlantic Division,Y2010,0,0,1,1,0,0,0,0
G04130,"Auburn--North Auburn, CA",04130,California,West Region,Pacific Division,Y2010,0,0,1,6,0,0,0,0
G04249,"Aumsville, OR",04249,Oregon,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G04357,"Austin, MN",04357,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,4,5,1,0,0,0
G04411,"Ava, MO",04411,Missouri,Midwest Region,West North Central Division,Y2010,0,0,1,2,1,0,0,0
G04654,"Baker City, OR",04654,Oregon,West Region,Pacific Division,Y2010,0,0,1,2,0,0,0,0
G04924,"Bandon, OR",04924,Oregon,West Region,Pacific Division,Y2010,0,0,2,2,0,0,0,0
G05032,"Barbourville, KY",05032,Kentucky,South Region,East South Central Division,Y2010,0,0,1,2,0,0,1,0
G05086,"Bar Harbor, ME",05086,Maine,Northeast Region,New England Division,Y2010,0,0,1,1,0,0,0,0
G05356,"Bartlett, TX",05356,Texas,South Region,West South Central Division,Y2010,0,0,1,0,0,0,0,0
G05842,"Bayard, NM",05842,New Mexico,West Region,Mountain Division,Y2010,0,0,2,0,0,0,0,0
G06112,"Beaver Dam, WI",06112,Wisconsin,Midwest Region,East North Central Division,Y2010,0,0,2,5,1,0,0,0
G06128,"Becker, MN",06128,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,0,0,0,0,0
G06247,"Beebe, AR",06247,Arkansas,South Region,West South Central Division,Y2010,0,0,1,1,0,0,0,0
G06355,"Belfast, ME",06355,Maine,Northeast Region,New England Division,Y2010,0,0,1,1,0,0,0,0
G06382,"Belgrade, MT",06382,Montana,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G06490,"Belle Fourche, SD",06490,South Dakota,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G06517,"Belle Glade, FL",06517,Florida,South Region,South Atlantic Division,Y2010,0,0,12,4,0,0,0,0
G06679,"Bellows Falls, VT--NH",06679,Vermont,Northeast Region,New England Division,Y2010,0,0,2,1,0,0,0,0
G06787,"Belvidere, NJ--PA",06787,New Jersey,Northeast Region,Middle Atlantic Division,Y2010,0,0,1,1,0,0,0,0
G06814,"Belzoni, MS",06814,Mississippi,South Region,East South Central Division,Y2010,0,0,1,1,0,0,0,0
G06841,"Bemidji, MN",06841,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,6,1,0,0,0
G06922,"Bennington, VT",06922,Vermont,Northeast Region,New England Division,Y2010,0,0,2,5,1,0,0,0
G06976,"Benson, MN",06976,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G07111,"Benton City, WA",07111,Washington,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G07192,"Berlin, NH",07192,New Hampshire,Northeast Region,New England Division,Y2010,0,0,2,2,1,0,0,1
G07381,"Bethel, AK",07381,Alaska,West Region,Pacific Division,Y2010,0,0,3,0,0,0,0,0
G07508,"Big Bear City, CA",07508,California,West Region,Pacific Division,Y2010,0,0,2,3,0,0,0,0
G07624,"Big Rapids, MI",07624,Michigan,Midwest Region,East North Central Division,Y2010,0,0,3,2,0,0,0,0
G07759,"Birch Bay, WA",07759,Washington,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G07840,"Bishop, CA",07840,California,West Region,Pacific Division,Y2010,0,0,3,3,0,0,0,0
G08083,"Blackwell, OK",08083,Oklahoma,South Region,West South Central Division,Y2010,0,0,1,2,1,0,0,0
G08623,"Blythe, CA--AZ",08623,California,West Region,Pacific Division,Y2010,0,0,3,3,0,0,0,1
G08677,"Boardman, OR",08677,Oregon,West Region,Pacific Division,Y2010,0,0,1,2,0,0,0,0
G08893,"Bonadelle Ranchos-Madera Ranchos, CA",08893,California,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G09109,"Booneville, MS",09109,Mississippi,South Region,East South Central Division,Y2010,0,0,6,5,2,0,0,0
G09325,"Boulder City, NV",09325,Nevada,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G09532,"Brackettville, TX",09532,Texas,South Region,West South Central Division,Y2010,0,0,1,0,0,0,0,0
G09622,"Brainerd, MN",09622,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,3,5,1,0,0,0
G09730,"Brawley, CA",09730,California,West Region,Pacific Division,Y2010,0,0,5,3,1,0,0,0
G09838,"Breckenridge, TX",09838,Texas,South Region,West South Central Division,Y2010,0,0,1,2,1,0,0,0
G10189,"Bridgeton, NJ",10189,New Jersey,Northeast Region,Middle Atlantic Division,Y2010,0,0,19,5,1,0,0,1
G10648,"Brookings, SD",10648,South Dakota,Midwest Region,West North Central Division,Y2010,0,0,1,2,1,0,0,0
G11242,"Buena Vista, CO",11242,Colorado,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G11404,"Buhl, ID",11404,Idaho,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G11575,"Burgettstown, PA",11575,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2010,0,0,2,1,0,0,1,0
G11620,"Burley, ID",11620,Idaho,West Region,Mountain Division,Y2010,0,0,1,5,1,0,0,1
G11782,"Burlington, WI",11782,Wisconsin,Midwest Region,East North Central Division,Y2010,0,0,1,7,1,0,0,0
G11944,"Butler, IN",11944,Indiana,Midwest Region,East North Central Division,Y2010,0,0,1,0,0,0,0,0
G12052,"Butte-Silver Bow, MT",12052,Montana,West Region,Mountain Division,Y2010,0,0,4,7,1,0,0,0
G12079,"Byron, IL",12079,Illinois,Midwest Region,East North Central Division,Y2010,0,0,1,1,0,0,0,0
G12106,"Byron, MN",12106,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,0,0,0,0,0
G12322,"Caldwell, OH",12322,Ohio,Midwest Region,East North Central Division,Y2010,0,0,1,0,0,0,0,0
G12565,"California City, CA",12565,California,West Region,Pacific Division,Y2010,0,0,2,0,0,0,0,0
G12592,"Calipatria, CA",12592,California,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G12646,"Calistoga, CA",12646,California,West Region,Pacific Division,Y2010,0,0,2,1,0,0,0,0
G12889,"Cambridge City, IN",12889,Indiana,Midwest Region,East North Central Division,Y2010,0,0,1,1,0,0,0,0
G12943,"Camden, ME",12943,Maine,Northeast Region,New England Division,Y2010,0,0,2,2,0,0,0,0
G13132,"Camilla, GA",13132,Georgia,South Region,South Atlantic Division,Y2010,0,0,3,3,1,0,0,0
G13221,"Canby, OR",13221,Oregon,West Region,Pacific Division,Y2010,0,0,3,3,0,0,0,0
G13267,"Cañon City, CO",13267,Colorado,West Region,Mountain Division,Y2010,0,0,1,3,1,0,0,0
G13618,"Carey, OH",13618,Ohio,Midwest Region,East North Central Division,Y2010,0,0,1,0,0,NA,NA,NA
G13645,"Caribou, ME",13645,Maine,Northeast Region,New England Division,Y2010,0,0,1,3,0,0,0,0
G13753,"Carlisle, IA",13753,Iowa,Midwest Region,West North Central Division,Y2010,0,0,1,0,0,0,0,0
G14077,"Carrollton, MO",14077,Missouri,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G14455,"Cashmere, WA",14455,Washington,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G14698,"Cedar City, UT",14698,Utah,West Region,Mountain Division,Y2010,0,0,4,3,0,0,0,1
G15076,"Centralia, WA",15076,Washington,West Region,Pacific Division,Y2010,0,0,4,7,1,0,0,0
G15562,"Charlestown, NH",15562,New Hampshire,Northeast Region,New England Division,Y2010,0,0,1,0,0,0,0,0
G15589,"Charlestown, RI",15589,Rhode Island,Northeast Region,New England Division,Y2010,0,0,1,0,0,0,0,0
G15967,"Cheney, WA",15967,Washington,West Region,Pacific Division,Y2010,0,0,1,3,0,0,0,0
G16480,"Chilton, WI",16480,Wisconsin,Midwest Region,East North Central Division,Y2010,0,0,1,0,0,0,0,0
G16615,"Chisholm, MN",16615,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,0,0,0,0,0
G17101,"Claremont, NH",17101,New Hampshire,Northeast Region,New England Division,Y2010,0,0,1,0,0,0,0,0
G17182,"Clarion, IA",17182,Iowa,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G17290,"Clarksville, AR",17290,Arkansas,South Region,West South Central Division,Y2010,0,0,1,0,0,NA,NA,NA
G17344,"Clarksville, TX",17344,Texas,South Region,West South Central Division,Y2010,0,0,1,1,0,0,0,1
G17560,"Cle Elum, WA",17560,Washington,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G18127,"Cloquet, MN",18127,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G18181,"Cloverdale, CA",18181,California,West Region,Pacific Division,Y2010,0,0,2,1,0,0,0,0
G18289,"Coalinga, CA",18289,California,West Region,Pacific Division,Y2010,0,0,3,3,0,0,0,0
G18370,"Cochran, GA",18370,Georgia,South Region,South Atlantic Division,Y2010,0,0,1,2,0,0,0,1
G18424,"Coeburn, VA",18424,Virginia,South Region,South Atlantic Division,Y2010,0,0,1,1,0,0,0,0
G18802,"Colorado City, AZ--UT",18802,Arizona,West Region,Mountain Division,Y2010,0,0,2,1,0,0,0,0
G19153,"Columbus, KS",19153,Kansas,Midwest Region,West North Central Division,Y2010,0,0,1,0,0,0,0,0
G19315,"Columbus AFB, MS",19315,Mississippi,South Region,East South Central Division,Y2010,0,0,1,0,0,0,0,0
G19342,"Colusa, CA",19342,California,West Region,Pacific Division,Y2010,0,0,2,1,0,0,0,0
G19531,"Concord, NH",19531,New Hampshire,Northeast Region,New England Division,Y2010,0,0,2,9,1,0,0,0
G19666,"Connell, WA",19666,Washington,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G19882,"Coolidge, AZ",19882,Arizona,West Region,Mountain Division,Y2010,0,0,1,1,0,0,1,0
G19936,"Coos Bay, OR",19936,Oregon,West Region,Pacific Division,Y2010,0,0,2,8,1,0,0,0
G19990,"Coquille, OR",19990,Oregon,West Region,Pacific Division,Y2010,0,0,4,1,0,0,0,0
G20044,"Corcoran, CA",20044,California,West Region,Pacific Division,Y2010,0,0,3,1,0,0,0,0
G20233,"Corning, NY",20233,New York,Northeast Region,Middle Atlantic Division,Y2010,0,0,1,3,1,0,0,0
G20503,"Cottage Grove, OR",20503,Oregon,West Region,Pacific Division,Y2010,0,0,2,3,1,0,0,1
G20584,"Cottonwood, CA",20584,California,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G20908,"Crescent City, CA",20908,California,West Region,Pacific Division,Y2010,0,0,1,5,1,0,0,0
G21259,"Crooksville, OH",21259,Ohio,Midwest Region,East North Central Division,Y2010,0,0,1,0,0,0,1,0
G21853,"Cynthiana, KY",21853,Kentucky,South Region,East South Central Division,Y2010,0,0,3,3,1,0,0,0
G22015,"Dallas, OR",22015,Oregon,West Region,Pacific Division,Y2010,0,0,1,2,1,0,0,0
G22393,"David City, NE",22393,Nebraska,Midwest Region,West North Central Division,Y2010,0,0,2,0,0,0,0,0
G22501,"Dayton, NV",22501,Nevada,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G22609,"Dayton, WA",22609,Washington,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G22798,"Decorah, IA",22798,Iowa,Midwest Region,West North Central Division,Y2010,0,0,1,4,1,0,0,0
G22825,"Deer Lodge, MT",22825,Montana,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G22852,"Deer Park, WA",22852,Washington,West Region,Pacific Division,Y2010,0,0,2,2,0,0,0,0
G23041,"Delavan, WI",23041,Wisconsin,Midwest Region,East North Central Division,Y2010,0,0,2,2,1,0,0,1
G23102,"Delhi, NY",23102,New York,Northeast Region,Middle Atlantic Division,Y2010,0,0,1,1,0,0,0,0
G23284,"Delta, UT",23284,Utah,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G23392,"De Motte, IN",23392,Indiana,Midwest Region,East North Central Division,Y2010,0,0,1,1,0,0,0,0
G23851,"Detroit Lakes, MN",23851,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G23905,"Devine, TX",23905,Texas,South Region,West South Central Division,Y2010,0,0,1,0,0,0,0,0
G24094,"Dickinson, ND",24094,North Dakota,Midwest Region,West North Central Division,Y2010,0,0,1,3,1,0,0,0
G24283,"Dixon, CA",24283,California,West Region,Pacific Division,Y2010,0,0,3,2,1,0,1,0
G24329,"Dodge Center, MN",24329,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,0,0,0,0,0
G24391,"Donaldsonville, LA",24391,Louisiana,South Region,West South Central Division,Y2010,0,0,3,0,0,0,1,0
G24418,"Donalsonville, GA",24418,Georgia,South Region,South Atlantic Division,Y2010,0,0,1,1,0,0,0,0
G24445,"Dos Palos, CA",24445,California,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G24985,"Dunkirk, IN",24985,Indiana,Midwest Region,East North Central Division,Y2010,0,0,1,0,0,0,0,0
G25147,"Durango, CO",25147,Colorado,West Region,Mountain Division,Y2010,0,0,1,5,1,0,1,0
G25876,"East Tawas, MI",25876,Michigan,Midwest Region,East North Central Division,Y2010,0,0,2,2,1,0,0,0
G26821,"Elkhorn, WI",26821,Wisconsin,Midwest Region,East North Central Division,Y2010,0,0,1,1,0,0,0,0
G26902,"Elko, NV",26902,Nevada,West Region,Mountain Division,Y2010,0,0,1,6,1,0,0,0
G26983,"Ellensburg, WA",26983,Washington,West Region,Pacific Division,Y2010,0,0,2,3,0,0,0,0
G27172,"Elmwood, IL",27172,Illinois,Midwest Region,East North Central Division,Y2010,0,0,1,0,0,0,0,0
G27199,"Eloy, AZ",27199,Arizona,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G27739,"Ephrata, WA",27739,Washington,West Region,Pacific Division,Y2010,0,0,2,2,1,0,0,0
G27820,"Escalon, CA",27820,California,West Region,Pacific Division,Y2010,0,0,2,1,0,0,0,0
G27847,"Escanaba, MI",27847,Michigan,Midwest Region,East North Central Division,Y2010,0,0,3,6,1,0,0,0
G27874,"Espanola, NM",27874,New Mexico,West Region,Mountain Division,Y2010,0,0,1,2,1,0,0,0
G27885,"Esparto, CA",27885,California,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G27901,"Estacada, OR",27901,Oregon,West Region,Pacific Division,Y2010,0,0,2,0,0,0,0,0
G27928,"Estes Park, CO",27928,Colorado,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G27955,"Estherville, IA",27955,Iowa,Midwest Region,West North Central Division,Y2010,0,0,1,2,0,0,0,0
G28063,"Eudora, KS",28063,Kansas,Midwest Region,West North Central Division,Y2010,0,0,1,0,0,0,0,0
G28198,"Eureka, CA",28198,California,West Region,Pacific Division,Y2010,0,0,4,11,0,0,0,0
G28252,"Eureka, KS",28252,Kansas,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G28522,"Fabens, TX",28522,Texas,South Region,West South Central Division,Y2010,0,0,2,1,0,0,0,0
G28603,"Fairbury, NE",28603,Nebraska,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G28846,"Fairmont, MN",28846,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,3,0,0,0,0
G29116,"Faribault, MN",29116,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,4,1,0,0,0
G29224,"Farmington, ME",29224,Maine,Northeast Region,New England Division,Y2010,0,0,1,0,0,0,0,0
G29265,"Farmington, NH",29265,New Hampshire,Northeast Region,New England Division,Y2010,0,0,1,0,0,0,0,0
G29548,"Fellsmere, FL",29548,Florida,South Region,South Atlantic Division,Y2010,0,0,4,0,0,0,0,0
G29710,"Fillmore, CA",29710,California,West Region,Pacific Division,Y2010,0,0,3,2,0,0,0,0
G29764,"Firebaugh, CA",29764,California,West Region,Pacific Division,Y2010,0,0,2,1,0,0,0,0
G29775,"Firestone--Frederick, CO",29775,Colorado,West Region,Mountain Division,Y2010,0,0,1,3,0,0,0,0
G30034,"Florence, OR",30034,Oregon,West Region,Pacific Division,Y2010,0,0,1,3,0,0,0,0
G30358,"Forest Lake, MN",30358,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,6,1,0,0,0
G30385,"Forestville, CA",30385,California,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G30547,"Fort Atkinson, WI",30547,Wisconsin,Midwest Region,East North Central Division,Y2010,0,0,2,4,1,0,0,0
G30574,"Fort Bragg, CA",30574,California,West Region,Pacific Division,Y2010,0,0,2,1,0,0,0,0
G30755,"Fort Lupton, CO",30755,Colorado,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G31033,"Fort Valley, GA",31033,Georgia,South Region,South Atlantic Division,Y2010,0,0,2,2,0,0,0,0
G31168,"Fowlerville, MI",31168,Michigan,Midwest Region,East North Central Division,Y2010,0,0,2,1,1,0,0,1
G31411,"Franklin (Venango County), PA",31411,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2010,0,0,3,2,0,0,0,0
G31492,"Frazier Park, CA",31492,California,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G32059,"Fulton, MS",32059,Mississippi,South Region,East South Central Division,Y2010,0,0,1,2,0,0,0,0
G32451,"Galt, CA",32451,California,West Region,Pacific Division,Y2010,0,0,1,3,0,0,0,0
G32572,"Gardnerville Ranchos, NV",32572,Nevada,West Region,Mountain Division,Y2010,0,0,1,3,0,0,0,0
G32815,"Geneva, AL",32815,Alabama,South Region,East South Central Division,Y2010,0,0,1,2,0,0,1,0
G33193,"Giddings, TX",33193,Texas,South Region,West South Central Division,Y2010,0,0,1,2,0,0,0,0
G33490,"Glencoe, MN",33490,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,2,1,0,0,0,0
G33652,"Glenwood Springs, CO",33652,Colorado,West Region,Mountain Division,Y2010,0,0,1,2,0,0,0,0
G33749,"Gold Beach, OR",33749,Oregon,West Region,Pacific Division,Y2010,0,0,1,1,0,0,1,0
G33787,"Goldendale, WA",33787,Washington,West Region,Pacific Division,Y2010,0,0,2,1,0,0,0,0
G33841,"Gonzales, CA",33841,California,West Region,Pacific Division,Y2010,0,0,4,0,0,0,0,0
G33922,"Goodland, KS",33922,Kansas,Midwest Region,West North Central Division,Y2010,0,0,1,1,1,0,0,0
G33938,"Goodrich, MI",33938,Michigan,Midwest Region,East North Central Division,Y2010,0,0,1,1,0,0,1,0
G34057,"Gowanda, NY",34057,New York,Northeast Region,Middle Atlantic Division,Y2010,0,0,1,1,0,0,0,0
G34111,"Grafton, WV",34111,West Virginia,South Region,South Atlantic Division,Y2010,0,0,1,1,0,0,0,0
G34327,"Grand Rapids, MN",34327,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,4,1,0,0,0
G34381,"Grandview, WA",34381,Washington,West Region,Pacific Division,Y2010,0,0,3,3,0,0,0,0
G34397,"Granger, WA",34397,Washington,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G34470,"Granite Falls, WA",34470,Washington,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G34597,"Grass Valley, CA",34597,California,West Region,Pacific Division,Y2010,0,0,3,8,0,0,0,0
G34921,"Greenfield, CA",34921,California,West Region,Pacific Division,Y2010,0,0,6,1,0,0,0,0
G34975,"Greenfield, MA",34975,Massachusetts,Northeast Region,New England Division,Y2010,0,0,3,5,0,0,0,0
G35083,"Green River, WY",35083,Wyoming,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G35137,"Greensboro, GA",35137,Georgia,South Region,South Atlantic Division,Y2010,0,0,2,2,0,0,0,0
G35218,"Greentown, IN",35218,Indiana,Midwest Region,East North Central Division,Y2010,0,0,1,0,0,0,0,0
G35515,"Greenwich, NY",35515,New York,Northeast Region,Middle Atlantic Division,Y2010,0,0,1,0,0,0,0,0
G35839,"Guadalupe, CA",35839,California,West Region,Pacific Division,Y2010,0,0,2,0,0,0,0,0
G35893,"Guerneville, CA",35893,California,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G36055,"Gustine, CA",36055,California,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G36231,"Haleiwa--Waialua--Pupukea, HI",36231,Hawaii,West Region,Pacific Division,Y2010,0,0,1,2,0,0,0,1
G36271,"Half Moon Bay, CA",36271,California,West Region,Pacific Division,Y2010,0,0,1,3,0,0,0,0
G36406,"Hamilton, MT",36406,Montana,West Region,Mountain Division,Y2010,0,0,2,3,0,0,0,0
G36433,"Hamilton, NY",36433,New York,Northeast Region,Middle Atlantic Division,Y2010,0,0,1,2,0,0,0,0
G36541,"Hammonton, NJ",36541,New Jersey,Northeast Region,Middle Atlantic Division,Y2010,0,0,6,2,0,0,0,0
G36568,"Hampshire, IL",36568,Illinois,Midwest Region,East North Central Division,Y2010,0,0,1,0,0,0,0,0
G37459,"Harvard, IL",37459,Illinois,Midwest Region,East North Central Division,Y2010,0,0,1,0,0,0,0,0
G37513,"Hastings, MI",37513,Michigan,Midwest Region,East North Central Division,Y2010,0,0,2,3,0,0,0,0
G37540,"Hastings, MN",37540,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,2,4,1,0,0,0
G37716,"Hawaiian Paradise Park, HI",37716,Hawaii,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G37810,"Hayti, MO",37810,Missouri,Midwest Region,West North Central Division,Y2010,0,0,2,1,0,0,0,0
G37823,"Hayward, WI",37823,Wisconsin,Midwest Region,East North Central Division,Y2010,0,0,1,2,1,0,0,0
G38053,"Heber, UT",38053,Utah,West Region,Mountain Division,Y2010,0,0,2,1,0,0,0,0
G38161,"Helena, MT",38161,Montana,West Region,Mountain Division,Y2010,0,0,2,8,1,0,0,0
G38485,"Hermiston, OR",38485,Oregon,West Region,Pacific Division,Y2010,0,0,5,3,1,0,0,0
G38566,"Hesston, KS",38566,Kansas,Midwest Region,West North Central Division,Y2010,0,0,1,0,0,0,0,0
G38593,"Hiawatha, KS",38593,Kansas,Midwest Region,West North Central Division,Y2010,0,0,1,0,0,0,0,1
G38620,"Hibbing, MN",38620,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,2,1,0,0,0
G38890,"Hillsboro, KS",38890,Kansas,Midwest Region,West North Central Division,Y2010,0,0,1,0,0,0,0,0
G38971,"Hillsborough, NH",38971,New Hampshire,Northeast Region,New England Division,Y2010,0,0,1,1,0,0,0,0
G39052,"Hilo, HI",39052,Hawaii,West Region,Pacific Division,Y2010,0,0,6,7,1,0,0,1
G39416,"Holiday Shores, IL",39416,Illinois,Midwest Region,East North Central Division,Y2010,0,0,1,0,0,0,0,0
G39511,"Hollister, CA",39511,California,West Region,Pacific Division,Y2010,0,0,3,7,0,0,1,0
G39619,"Holtville, CA",39619,California,West Region,Pacific Division,Y2010,0,0,2,0,0,0,0,0
G39646,"Homedale, ID",39646,Idaho,West Region,Mountain Division,Y2010,0,0,1,0,0,0,0,0
G39712,"Homesteads Addition, TX",39712,Texas,South Region,West South Central Division,Y2010,0,0,1,0,0,NA,NA,NA
G39862,"Honokaa, HI",39862,Hawaii,West Region,Pacific Division,Y2010,0,0,1,2,0,0,0,0
G39916,"Hood River, OR--WA",39916,Oregon,West Region,Pacific Division,Y2010,0,0,3,4,1,0,0,0
G40294,"Houghton, MI",40294,Michigan,Midwest Region,East North Central Division,Y2010,0,0,3,4,1,0,0,0
G40348,"Houlton, ME",40348,Maine,Northeast Region,New England Division,Y2010,0,0,1,3,0,0,0,0
G40547,"Hudson, WI--MN",40547,Wisconsin,Midwest Region,East North Central Division,Y2010,0,0,1,6,1,0,0,0
G40834,"Huron, CA",40834,California,West Region,Pacific Division,Y2010,0,0,3,1,0,0,0,0
G40861,"Huron, SD",40861,South Dakota,Midwest Region,West North Central Division,Y2010,0,0,2,4,1,0,0,0
G40888,"Hurricane, UT",40888,Utah,West Region,Mountain Division,Y2010,0,0,1,3,1,0,0,0
G41050,"Imlay City, MI",41050,Michigan,Midwest Region,East North Central Division,Y2010,0,0,4,1,0,0,0,0
G41401,"International Falls, MN",41401,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,2,0,0,0,0
G41482,"Iola, KS",41482,Kansas,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G41671,"Iron Mountain--Kingsford, MI--WI",41671,Michigan,Midwest Region,East North Central Division,Y2010,0,0,2,5,1,0,0,0
G41752,"Ironwood, MI--WI",41752,Michigan,Midwest Region,East North Central Division,Y2010,0,0,1,3,0,0,0,1
G41833,"Ishpeming, MI",41833,Michigan,Midwest Region,East North Central Division,Y2010,0,0,1,2,0,0,0,1
G42508,"Jamestown, ND",42508,North Dakota,Midwest Region,West North Central Division,Y2010,0,0,1,3,1,0,0,0
G43048,"Jerome, ID",43048,Idaho,West Region,Mountain Division,Y2010,0,0,3,1,0,0,0,0
G43115,"Jewett City, CT",43115,Connecticut,Northeast Region,New England Division,Y2010,0,0,2,1,0,0,0,0
G43561,"Juneau, AK",43561,Alaska,West Region,Pacific Division,Y2010,0,0,1,3,1,0,0,0
G43642,"Kailua (Hawaii County)--Holualoa, HI",43642,Hawaii,West Region,Pacific Division,Y2010,0,0,1,6,1,0,0,0
G43711,"Kalama, WA",43711,Washington,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G43777,"Kalispell, MT",43777,Montana,West Region,Mountain Division,Y2010,0,0,4,5,0,0,0,0
G43818,"Kamas, UT",43818,Utah,West Region,Mountain Division,Y2010,0,0,1,0,0,0,0,0
G43939,"Kapaa, HI",43939,Hawaii,West Region,Pacific Division,Y2010,0,0,3,3,0,0,0,0
G43966,"Kapaau, HI",43966,Hawaii,West Region,Pacific Division,Y2010,0,0,2,1,0,0,0,0
G44209,"Keene, NH",44209,New Hampshire,Northeast Region,New England Division,Y2010,0,0,1,3,1,0,0,0
G44236,"Kekaha, HI",44236,Hawaii,West Region,Pacific Division,Y2010,0,0,1,2,0,0,0,0
G44290,"Kelseyville, CA",44290,California,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G44425,"Kennebunk, ME",44425,Maine,Northeast Region,New England Division,Y2010,0,0,1,1,0,0,0,0
G44668,"Ketchikan, AK",44668,Alaska,West Region,Pacific Division,Y2010,0,0,1,2,0,0,0,0
G44857,"Key West, FL",44857,Florida,South Region,South Atlantic Division,Y2010,0,0,1,7,0,0,0,0
G44911,"Kihei, HI",44911,Hawaii,West Region,Pacific Division,Y2010,0,0,1,4,0,0,0,0
G45073,"King City, CA",45073,California,West Region,Pacific Division,Y2010,0,0,6,3,0,0,0,0
G45505,"Klamath Falls--Altamont, OR",45505,Oregon,West Region,Pacific Division,Y2010,0,0,3,8,1,0,0,0
G45667,"Kodiak, AK",45667,Alaska,West Region,Pacific Division,Y2010,0,0,3,3,1,0,0,0
G45748,"Kotzebue, AK",45748,Alaska,West Region,Pacific Division,Y2010,0,0,2,0,0,0,0,0
G45856,"Laconia, NH",45856,New Hampshire,Northeast Region,New England Division,Y2010,0,0,1,5,1,0,0,0
G45883,"La Conner, WA",45883,Washington,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G46099,"Lafayette, TN",46099,Tennessee,South Region,East South Central Division,Y2010,0,0,2,3,1,0,0,0
